## System ID,Tag Name,Retentive Mode,Initial Value,MODBUS Start Address,MODBUS End Address,Number of Characters,Number of Rows,Number of Columns,Wiring Label,Comment,Forceable,Init Forced,Init Force Value
## 2.0
AR1US16-000015(3),"hourly_temp_arr(3)",FALSE,"0",400076,400076,,,,,,,,
AR1US16-000015(4),"hourly_temp_arr(4)",FALSE,"0",400077,400077,,,,,,,,
AR1US16-000015(5),"hourly_temp_arr(5)",FALSE,"0",400078,400078,,,,,,,,
AR1US16-000015(6),"hourly_temp_arr(6)",FALSE,"0",400079,400079,,,,,,,,
C-000028,"humidiferManual",false,"False",,,,,,,,false,false,"False"
C-000029,"humidifier",true,"True",000009,000009,,,,,,false,false,"False"
C-000027,"humidifierForceOff",false,"False",,,,,,,,false,false,"False"
US16-000027,"mL_to_dose",false,"0",,,,,,,,false,false,"0"
F32-000004,"mL_to_dose_float",false,"0.0",,,,,,,,false,false,"0.0"
AR2US16-000003(1)(1),"mqtt_daily_d(1)(1)",FALSE,"0",400032,400032,,2,6,,,,,
AR2US16-000003(1)(2),"mqtt_daily_d(1)(2)",FALSE,"0",400033,400033,,,,,,,,
AR2US16-000003(1)(3),"mqtt_daily_d(1)(3)",FALSE,"0",400034,400034,,,,,,,,
AR2US16-000003(1)(4),"mqtt_daily_d(1)(4)",FALSE,"0",400035,400035,,,,,,,,
AR2US16-000003(1)(5),"mqtt_daily_d(1)(5)",FALSE,"0",400036,400036,,,,,,,,
AR2US16-000003(1)(6),"mqtt_daily_d(1)(6)",FALSE,"0",400037,400037,,,,,,,,
AR2US16-000003(2)(1),"mqtt_daily_d(2)(1)",FALSE,"0",400038,400038,,,,,,,,
AR2US16-000003(2)(2),"mqtt_daily_d(2)(2)",FALSE,"0",400039,400039,,,,,,,,
AR2US16-000003(2)(3),"mqtt_daily_d(2)(3)",FALSE,"0",400040,400040,,,,,,,,
AR2US16-000003(2)(4),"mqtt_daily_d(2)(4)",FALSE,"0",400041,400041,,,,,,,,
AR2US16-000003(2)(5),"mqtt_daily_d(2)(5)",FALSE,"0",400042,400042,,,,,,,,
AR2US16-000003(2)(6),"mqtt_daily_d(2)(6)",FALSE,"0",400043,400043,,,,,,,,
AR2US16-000004(1)(1),"mqtt_hourly_d(1)(1)",FALSE,"0",400044,400044,,3,6,,,,,
AR2US16-000004(1)(2),"mqtt_hourly_d(1)(2)",FALSE,"0",400045,400045,,,,,,,,
AR2US16-000004(1)(3),"mqtt_hourly_d(1)(3)",FALSE,"0",400046,400046,,,,,,,,
AR2US16-000004(1)(4),"mqtt_hourly_d(1)(4)",FALSE,"0",400047,400047,,,,,,,,
AR2US16-000004(1)(5),"mqtt_hourly_d(1)(5)",FALSE,"0",400048,400048,,,,,,,,
AR2US16-000004(1)(6),"mqtt_hourly_d(1)(6)",FALSE,"0",400049,400049,,,,,,,,
AR2US16-000004(2)(1),"mqtt_hourly_d(2)(1)",FALSE,"0",400050,400050,,,,,,,,
AR2US16-000004(2)(2),"mqtt_hourly_d(2)(2)",FALSE,"0",400051,400051,,,,,,,,
AR2US16-000004(2)(3),"mqtt_hourly_d(2)(3)",FALSE,"0",400052,400052,,,,,,,,
AR2US16-000004(2)(4),"mqtt_hourly_d(2)(4)",FALSE,"0",400053,400053,,,,,,,,
AR2US16-000004(2)(5),"mqtt_hourly_d(2)(5)",FALSE,"0",400054,400054,,,,,,,,
AR2US16-000004(2)(6),"mqtt_hourly_d(2)(6)",FALSE,"0",400055,400055,,,,,,,,
AR2US16-000004(3)(1),"mqtt_hourly_d(3)(1)",FALSE,"0",400056,400056,,,,,,,,
AR2US16-000004(3)(2),"mqtt_hourly_d(3)(2)",FALSE,"0",400057,400057,,,,,,,,
AR2US16-000004(3)(3),"mqtt_hourly_d(3)(3)",FALSE,"0",400058,400058,,,,,,,,
AR2US16-000004(3)(4),"mqtt_hourly_d(3)(4)",FALSE,"0",400059,400059,,,,,,,,
AR2US16-000004(3)(5),"mqtt_hourly_d(3)(5)",FALSE,"0",400060,400060,,,,,,,,
AR2US16-000004(3)(6),"mqtt_hourly_d(3)(6)",FALSE,"0",400061,400061,,,,,,,,
S16-000048,"mqtt_id_CurrentCount",false,"1",,,,,,,,false,false,"0"
S16-000049,"mqtt_id_LoopCount",false,"13",,,,,,,,false,false,"0"
AR1US16-000001(1),"mqtt_ids(1)",FALSE,"0",400019,400019,,,13,,,,,
AR1US16-000001(2),"mqtt_ids(2)",FALSE,"0",400020,400020,,,,,,,,
AR1US16-000001(3),"mqtt_ids(3)",FALSE,"0",400021,400021,,,,,,,,
AR1US16-000001(4),"mqtt_ids(4)",FALSE,"0",400022,400022,,,,,,,,
AR1US16-000001(5),"mqtt_ids(5)",FALSE,"0",400023,400023,,,,,,,,
AR1US16-000001(6),"mqtt_ids(6)",FALSE,"0",400024,400024,,,,,,,,
AR1US16-000001(7),"mqtt_ids(7)",FALSE,"0",400025,400025,,,,,,,,
AR1US16-000001(8),"mqtt_ids(8)",FALSE,"0",400026,400026,,,,,,,,
AR1US16-000001(9),"mqtt_ids(9)",FALSE,"0",400027,400027,,,,,,,,
AR1US16-000001(10),"mqtt_ids(10)",FALSE,"0",400028,400028,,,,,,,,
AR1US16-000001(11),"mqtt_ids(11)",FALSE,"0",400029,400029,,,,,,,,
AR1US16-000001(12),"mqtt_ids(12)",FALSE,"0",400030,400030,,,,,,,,
AR1US16-000001(13),"mqtt_ids(13)",FALSE,"0",400031,400031,,,,,,,,
C-000079,"occupyTankDose",false,"False",,,,,,,,false,false,"False"
C-000031,"showText",false,"True",,,,,,,,false,false,"False"
AR1STR-000001(1),"weather_desc_arr(1)",FALSE,,,,15,,13,,,,,
AR1STR-000001(2),"weather_desc_arr(2)",FALSE,,,,15,,,,,,,
AR1STR-000001(3),"weather_desc_arr(3)",FALSE,,,,15,,,,,,,
AR1STR-000001(4),"weather_desc_arr(4)",FALSE,,,,15,,,,,,,
AR1STR-000001(5),"weather_desc_arr(5)",FALSE,,,,15,,,,,,,
AR1STR-000001(6),"weather_desc_arr(6)",FALSE,,,,15,,,,,,,
AR1STR-000001(7),"weather_desc_arr(7)",FALSE,,,,15,,,,,,,
AR1STR-000001(8),"weather_desc_arr(8)",FALSE,,,,15,,,,,,,
AR1STR-000001(9),"weather_desc_arr(9)",FALSE,,,,15,,,,,,,
AR1STR-000001(10),"weather_desc_arr(10)",FALSE,,,,15,,,,,,,
AR1STR-000001(11),"weather_desc_arr(11)",FALSE,,,,15,,,,,,,
AR1STR-000001(12),"weather_desc_arr(12)",FALSE,,,,15,,,,,,,
AR1STR-000001(13),"weather_desc_arr(13)",FALSE,,,,15,,,,,,,
